Poste,Entreprise,Ville,Lien,Source,Date,Type
Remote Study Participants - AI & Research (Paris),Prolific,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4405217729,linkedin,22/04/2026,CDI/Autre
Remote Study Participants - AI & Research (Lyon),Prolific,"Lyon, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4405211445,linkedin,22/04/2026,CDI/Autre
Data Analyst - H/F,Scalian,"Montpellier, Occitanie, France",https://www.linkedin.com/jobs/view/4404567637,linkedin,22/04/2026,CDI/Autre
Remote Study Participants - AI & Research (Nantes),Prolific,"Nantes, Pays de la Loire, France",https://www.linkedin.com/jobs/view/4405234068,linkedin,22/04/2026,CDI/Autre
Remote Study Participants - AI & Research (Toulouse),Prolific,,https://www.linkedin.com/jobs/view/4405202681,linkedin,22/04/2026,CDI/Autre
Remote Study Participants - AI & Research (Rennes),Prolific,,https://www.linkedin.com/jobs/view/4405203363,linkedin,22/04/2026,CDI/Autre
Data Scientist,INFOGENE,"Île-de-France, France",https://www.linkedin.com/jobs/view/4402482741,linkedin,22/04/2026,CDI/Autre
Remote Study Participants - AI & Research (Grenoble),Prolific,,https://www.linkedin.com/jobs/view/4405203439,linkedin,22/04/2026,CDI/Autre
Consultant – Data Analyst – Lyon,Sia,"Lyon, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4405216413,linkedin,22/04/2026,CDI/Autre
CTO | AI & Data Infrastructure,C&D Talent Advisory - Academy,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4388610575,linkedin,22/03/2026,CDI/Autre
Développeur BIG DATA H/F,ALTEN,"Bezons, Île-de-France, France",https://www.linkedin.com/jobs/view/4385262415,linkedin,22/03/2026,CDI/Autre
Data Engineer - data modelling and C# skills,Shift Technology,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4379293504,linkedin,22/03/2026,CDI/Autre
Data Scientist (F/M),Nestlé,"Issy-les-Moulineaux, Île-de-France, France",https://www.linkedin.com/jobs/view/4387846540,linkedin,22/03/2026,CDI/Autre
LEAD DATA ENGINEER,Ressources UP 🎯,"Voiron, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4426849036,linkedin,21/06/2026,CDI/Autre
Data Engineer - Confirmé(e) / Senior,eXalt,"Lyon, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4420304719,linkedin,21/06/2026,CDI/Autre
Data Engineer (H/F),SoHoft,"Châtellerault, Nouvelle-Aquitaine, France",https://www.linkedin.com/jobs/view/4431323845,linkedin,21/06/2026,CDI/Autre
Data Engineer,sssoftsolutions,"Job, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4431390626,linkedin,21/06/2026,CDI/Autre
Data Scientist,Gameloft,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4430495249,linkedin,21/06/2026,CDI/Autre
Manager Data Engineer - F/H,Niji,"Issy-les-Moulineaux, Île-de-France, France",https://www.linkedin.com/jobs/view/4309207037,linkedin,21/06/2026,CDI/Autre
GenAI Engineer,SFEIR,"Bordeaux, Nouvelle-Aquitaine, France",https://www.linkedin.com/jobs/view/4415767429,linkedin,21/05/2026,CDI/Autre
Software Engineer,EGIDE,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4415944585,linkedin,21/05/2026,CDI/Autre
Développeur Fullstack Java/JavaScript H/F,DigDash,"Fuveau, Provence-Alpes-Côte d'Azur, France",https://www.linkedin.com/jobs/view/4415932168,linkedin,21/05/2026,CDI/Autre
Data Engineer Confirmé (Cloud GCP) F/H,VISEO,"Toulouse, Occitanie, France",https://www.linkedin.com/jobs/view/4415919927,linkedin,21/05/2026,CDI/Autre
Data Analyst Confirmé – Domaine Bancaire (H/F),Scalian,"Champagne-au-Mont-d’Or, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4416661141,linkedin,21/05/2026,CDI/Autre
Data Analyst / Safran Tarnos  F/H H/F - CRIT BAYONNE,AEROCONTACT,"Tarnos, Nouvelle-Aquitaine, France",https://www.linkedin.com/jobs/view/4416667447,linkedin,21/05/2026,CDI/Autre
Software Engineer,Forterro │ FR,"Caen, Normandy, France",https://www.linkedin.com/jobs/view/4416670362,linkedin,21/05/2026,CDI/Autre
Software Engineer Senior,AVELSEN,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4415931189,linkedin,21/05/2026,CDI/Autre
Senior Data Engineer H/F,NEXTON,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4415666899,linkedin,21/05/2026,CDI/Autre
Backend Engineer,Leonar,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4415610415,linkedin,21/05/2026,CDI/Autre
Data Analyst (H/F) - CDI,Artemys Agil-IT (groupe Artemys),"Rouen, Normandy, France",https://www.linkedin.com/jobs/view/4415625024,linkedin,21/05/2026,CDI/Autre
Consultant(e) Data F/H,Beelix,"Lille, Hauts-de-France, France",https://www.linkedin.com/jobs/view/4412803611,linkedin,21/05/2026,CDI/Autre
Data Engineer,Leonar,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4415498420,linkedin,21/05/2026,CDI/Autre
Software Engineer,Leonar,"Montpellier, Occitanie, France",https://www.linkedin.com/jobs/view/4415498422,linkedin,21/05/2026,CDI/Autre
Analytics engineer,AVA2I,"Île-de-France, France",https://www.linkedin.com/jobs/view/4416272018,linkedin,21/05/2026,CDI/Autre
Data Engineer - Aerospatial - Toulouse,Sopra Steria,"Colomiers, Occitanie, France",https://www.linkedin.com/jobs/view/4416236587,linkedin,21/05/2026,CDI/Autre
Software Engineer,Arabelle Solutions,"Belfort, Bourgogne-Franche-Comté, France",https://www.linkedin.com/jobs/view/4412299722,linkedin,21/05/2026,CDI/Autre
Fullstack Software Engineer - Work Environment (x/f/m),Alan,"Lille, Hauts-de-France, France",https://www.linkedin.com/jobs/view/4407428793,linkedin,21/05/2026,CDI/Autre
Développeur.se Back-end (F/H),Crédit Agricole Technologies et Services,"Vannes, Brittany, France",https://www.linkedin.com/jobs/view/4412811111,linkedin,21/05/2026,CDI/Autre
Data Analyst (H/F) - Freelance,Artemys Agil-IT (groupe Artemys),"Rouen, Normandy, France",https://www.linkedin.com/jobs/view/4415611982,linkedin,21/05/2026,CDI/Autre
Data Scientist,SoTalent,"La Réunion, Nouvelle-Aquitaine, France",https://www.linkedin.com/jobs/view/4412296279,linkedin,21/05/2026,CDI/Autre
DATA,INFOGENE,"Île-de-France, France",https://www.linkedin.com/jobs/view/4412809388,linkedin,21/05/2026,CDI/Autre
Data Analyst F/H,ecosystem,"Courbevoie, Île-de-France, France",https://www.linkedin.com/jobs/view/4415677203,linkedin,21/05/2026,CDI/Autre
Staff AI Software Engineer,Arteris,"Biot, Provence-Alpes-Côte d'Azur, France",https://www.linkedin.com/jobs/view/4415617551,linkedin,21/05/2026,CDI/Autre
QA Engineer,Leonar,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4415495456,linkedin,21/05/2026,CDI/Autre
Data analyst (F/H) - Data analyst (F/H),CIC,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4416588484,linkedin,21/05/2026,CDI/Autre
Data analyst  (H/F),CIC,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4416588485,linkedin,21/05/2026,CDI/Autre
Analyst,Huron,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4413662621,linkedin,21/05/2026,CDI/Autre
Consultant-e Data x Media senior,M13h,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4412885739,linkedin,21/05/2026,CDI/Autre
Data Engineer F/H H/F,GROUPE M6,"Île-de-France, France",https://www.linkedin.com/jobs/view/4407187375,linkedin,21/05/2026,CDI/Autre
Data Engineer,Too Good To Go,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4413677654,linkedin,21/05/2026,CDI/Autre
Ingénieur BI / Data Analyst (H/F),Klanik,"Toulouse, Occitanie, France",https://www.linkedin.com/jobs/view/4403913579,linkedin,21/04/2026,CDI/Autre
Data Analyst F/H,Département du Val d'Oise,"Lille, Hauts-de-France, France",https://www.linkedin.com/jobs/view/4403508257,linkedin,21/04/2026,CDI/Autre
Lead Data Engineer H/F,Leonar,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4400714323,linkedin,21/04/2026,CDI/Autre
Senior Software Engineer,URBAN LINKER,,https://www.linkedin.com/jobs/view/4400748682,linkedin,21/04/2026,CDI/Autre
Data Engineer GCP (H/F/X),Amaris Consulting,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4401794534,linkedin,21/04/2026,CDI/Autre
Tech Lead / Data engineer confirmé (H/F),MP DATA,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4399736897,linkedin,21/04/2026,CDI/Autre
Fullstack Software Engineer (x/f/m) - Payroll & Benefits Platform for HR,Alan,,https://www.linkedin.com/jobs/view/4401727043,linkedin,21/04/2026,CDI/Autre
Alternant Data sales analyst ( ),OpenClassrooms,"Hugleville-en-Caux, Normandy, France",https://www.linkedin.com/jobs/view/4404580416,linkedin,21/04/2026,CDI/Autre
Graduate software engineer,Bending Spoons,"Lyon, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4403352174,linkedin,21/04/2026,CDI/Autre
Data Engineer @DeepTech IA,Leonar,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4403921697,linkedin,21/04/2026,CDI/Autre
Fullstack Software Engineer (x/f/m) - Global Architecture,Alan,"Dijon, Bourgogne-Franche-Comté, France",https://www.linkedin.com/jobs/view/4366162047,linkedin,21/04/2026,CDI/Autre
Data Analyst F/H,Département du Val d'Oise,"Lille, Hauts-de-France, France",https://www.linkedin.com/jobs/view/4403513169,linkedin,21/04/2026,CDI/Autre
Freelance Data Science Engineer (Python & SQL),Mindrift,,https://www.linkedin.com/jobs/view/4403409875,linkedin,21/04/2026,CDI/Autre
Research and Learning Associate,Jobgether,"Lacaussade, Nouvelle-Aquitaine, France",https://www.linkedin.com/jobs/view/4402344209,linkedin,21/04/2026,CDI/Autre
Senior Data Engineer (H/F),Allphins,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4401106621,linkedin,21/04/2026,CDI/Autre
Data Analyst Pricing F/H,ITESA,"Marseille, Provence-Alpes-Côte d'Azur, France",https://www.linkedin.com/jobs/view/4401962601,linkedin,21/04/2026,CDI/Autre
Fullstack Software Engineer (x/f/m) - Global Architecture,Alan,"Grenoble, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4366138958,linkedin,21/04/2026,CDI/Autre
Fullstack Software Engineer (x/f/m) - Global Architecture,Alan,"Brest, Brittany, France",https://www.linkedin.com/jobs/view/4366156695,linkedin,21/04/2026,CDI/Autre
Gestionnaire SI F/H - CDD,Anne Caron le café de spécialité,"Saclay, Île-de-France, France",https://www.linkedin.com/jobs/view/4404825669,linkedin,21/04/2026,CDI/Autre
Junior Data Analyst,SAF Global Summit 2026,,https://www.linkedin.com/jobs/view/4404846033,linkedin,21/04/2026,CDI/Autre
Senior AI Engineer,Hlx Life Sciences,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4388347524,linkedin,21/03/2026,CDI/Autre
Data Engineer,Cognite,"Bordeaux, Nouvelle-Aquitaine, France",https://www.linkedin.com/jobs/view/4346005606,linkedin,21/03/2026,CDI/Autre
Data Engineer ML,DGTL Performance,"Lyon, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4386917926,linkedin,21/03/2026,CDI/Autre
Data engineer Stambia / Snowflake,engIT,"Lille, Hauts-de-France, France",https://www.linkedin.com/jobs/view/4386381085,linkedin,21/03/2026,CDI/Autre
Graduate AI software engineer,Bending Spoons,,https://www.linkedin.com/jobs/view/4386169999,linkedin,21/03/2026,CDI/Autre
Graduate AI software engineer,Bending Spoons,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4386181298,linkedin,21/03/2026,CDI/Autre
Graduate AI software engineer,Bending Spoons,"Orsay, Île-de-France, France",https://www.linkedin.com/jobs/view/4386170930,linkedin,21/03/2026,CDI/Autre
Graduate AI software engineer,Bending Spoons,"Lyon, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4386180268,linkedin,21/03/2026,CDI/Autre
Graduate software engineer,Bending Spoons,,https://www.linkedin.com/jobs/view/4386177365,linkedin,21/03/2026,CDI/Autre
Graduate AI software engineer,Bending Spoons,"Palaiseau, Île-de-France, France",https://www.linkedin.com/jobs/view/4386178388,linkedin,21/03/2026,CDI/Autre
Graduate software engineer,Bending Spoons,"Lyon, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4386183253,linkedin,21/03/2026,CDI/Autre
Graduate software engineer,Bending Spoons,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4386189058,linkedin,21/03/2026,CDI/Autre
Data Engineer H/F,PROXIAD,,https://www.linkedin.com/jobs/view/4386752632,linkedin,21/03/2026,CDI/Autre
Business Data Analyst / Data Product Analyst – Power BI (H/F),Winside Technology,"Lyon, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4385696807,linkedin,21/03/2026,CDI/Autre
Middle Data Analyst (Power BI),Cloud Services,"Eu, Normandy, France",https://www.linkedin.com/jobs/view/4379440379,linkedin,2026-03-04,CDI/Autre
Analytics Engineer / Data Analyst,Eftsure,"Lyon, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4379183324,linkedin,2026-03-04,CDI/Autre
Data Analyst - Dijon,SUPPL'ACTIV,"Dijon, Bourgogne-Franche-Comté, France",https://www.linkedin.com/jobs/view/4380358576,linkedin,2026-03-04,CDI/Autre
Applied Physicist - Data Analysis & Stimulation | $80/hr Remote,Crossing Hurdles,,https://www.linkedin.com/jobs/view/4379171300,linkedin,2026-03-04,CDI/Autre
Data Analyst (F/H),Atos,"Nantes, Pays de la Loire, France",https://www.linkedin.com/jobs/view/4378171998,linkedin,2026-03-04,CDI/Autre
Data Analyst (H/F),Akkodis,"Nord, Hauts-de-France, France",https://www.linkedin.com/jobs/view/4380307527,linkedin,2026-03-04,CDI/Autre
Data Engineer,Lyonbiopôle Auvergne-Rhône-Alpes,"Rhône, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4379162821,linkedin,2026-03-04,CDI/Autre
Data Engineer,ADVANCED Schema,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/3886398270,linkedin,2026-03-04,CDI/Autre
Data analyst logistics,CEVA Logistics,,https://www.linkedin.com/jobs/view/4378191110,linkedin,2026-03-04,CDI/Autre
Data Engineer,ADVANCED Schema,,https://www.linkedin.com/jobs/view/4232755318,linkedin,2026-03-04,CDI/Autre
Supply Chain Data Analyst [CDD],Norauto International,"Villeneuve-d’Ascq, Hauts-de-France, France",https://www.linkedin.com/jobs/view/4380336670,linkedin,2026-03-04,CDI/Autre
Data manager,WILD WILD SEARCH,"Nantes, Pays de la Loire, France",https://www.linkedin.com/jobs/view/4380363034,linkedin,2026-03-04,CDI/Autre
Senior Sportsbook Performance Analyst F/M,Betclic Group,"Bordeaux, Nouvelle-Aquitaine, France",https://www.linkedin.com/jobs/view/4283173687,linkedin,2026-03-04,CDI/Autre
Data Engineer,Sogeti,"Lyon, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4371897539,linkedin,2026-03-04,CDI/Autre
Alternant Contrôleur de Gestion - Data Analyst (H/F),Carrier,"Culoz, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4379431095,linkedin,2026-03-04,CDI/Autre
Consultant·e Data Engineer Microsoft Fabric confirmé·e F/H,Actinvision,,https://www.linkedin.com/jobs/view/4379178397,linkedin,2026-03-04,CDI/Autre
AP26 - BAC+5 - Ingénieur Data Science & Services Énergétiques (H/F),Ampere Software Technology,"Guyancourt, Île-de-France, France",https://www.linkedin.com/jobs/view/4379418065,linkedin,2026-03-04,CDI/Autre
Consultant Data Engineer Azure H/F,Devoteam Data Driven,"Marseille, Provence-Alpes-Côte d'Azur, France",https://www.linkedin.com/jobs/view/4361951321,linkedin,2026-03-04,CDI/Autre
Software Engineer - Machine Learning,Qube Research & Technologies,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4380341870,linkedin,2026-03-04,CDI/Autre
Software Engineer - Embedded Systems,Arm,"Sophia Antipolis, Provence-Alpes-Côte d'Azur, France",https://www.linkedin.com/jobs/view/4379429591,linkedin,2026-03-04,CDI/Autre
Software Engineer (Remote),Jobgether,,https://www.linkedin.com/jobs/view/4380174045,linkedin,2026-03-04,CDI/Autre
Software Engineer - Marketplace & Integrations (F/M) - Paris/Lyon/Krakow,Beekeeper by LumApps,"Tassin-la-Demi-Lune, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4380159199,linkedin,2026-03-04,CDI/Autre
"Software Engineer, Ceph & Distributed Storage",Canonical,"Grenoble, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4380134699,linkedin,2026-03-04,CDI/Autre
Data Analyst,Edenred France,"Montrouge, Île-de-France, France",https://www.linkedin.com/jobs/view/4377382120,linkedin,2026-03-04,CDI/Autre
Data analyst F/H | LILLE,Synchrone Fr,"Lille, Hauts-de-France, France",https://www.linkedin.com/jobs/view/4377392390,linkedin,2026-03-04,CDI/Autre
DATA Analyst – Pilotage & analyse de l’activité (H/F) (Ref:SzA09),RSight®,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4359687640,linkedin,2026-03-04,CDI/Autre
QUANTITATIVE CONSULTANT - PARIS,Management Solutions,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4377754669,linkedin,2026-03-04,CDI/Autre
Data Engineer - Media,Sander,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4378850631,linkedin,2026-03-04,CDI/Autre
Data analyst / RI customer support CSSD F/H - SAFRAN NACELLES FRANCE,AEROCONTACT,"Gonfreville-l’Orcher, Normandy, France",https://www.linkedin.com/jobs/view/4379954329,linkedin,2026-03-04,CDI/Autre
Consultant·e Data Scientist & AI Engineer,Quickscale AI,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4379021619,linkedin,2026-03-04,CDI/Autre
"Senior, Data Scientist F/H",Schneider Electric,"Rueil-Malmaison, Île-de-France, France",https://www.linkedin.com/jobs/view/4377716609,linkedin,2026-03-04,CDI/Autre
"Lead, Data Scientist / Research Engineer F/H",Schneider Electric,"Rueil-Malmaison, Île-de-France, France",https://www.linkedin.com/jobs/view/4377702859,linkedin,2026-03-04,CDI/Autre
Data Engineer Cloud – Confirmé (H/F),Talan - France,"Toulouse, Occitanie, France",https://www.linkedin.com/jobs/view/4377769832,linkedin,2026-03-04,CDI/Autre
Web Analytics Consultant - Montpellier,SouthWatts,"Montpellier, Occitanie, France",https://www.linkedin.com/jobs/view/4343873067,linkedin,2026-03-04,CDI/Autre
"Lead, Data Scientist / Research Engineer",Schneider Electric,"Rueil-Malmaison, Île-de-France, France",https://www.linkedin.com/jobs/view/4377707971,linkedin,2026-03-04,CDI/Autre
Data Engineer Cloud – Confirmé (H/F),Talan - France,"Bordeaux, Nouvelle-Aquitaine, France",https://www.linkedin.com/jobs/view/4377770856,linkedin,2026-03-04,CDI/Autre
Fullstack Software Engineer (x/f/m) - Claims Management,Alan,"Biarritz, Nouvelle-Aquitaine, France",https://www.linkedin.com/jobs/view/4379926399,linkedin,2026-03-04,CDI/Autre
Fullstack Software Engineer (x/f/m) - Claims Management,Alan,"Chartres, Centre-Val de Loire, France",https://www.linkedin.com/jobs/view/4379938298,linkedin,2026-03-04,CDI/Autre
Fullstack Software Engineer (x/f/m) - Claims Management,Alan,"Brest, Brittany, France",https://www.linkedin.com/jobs/view/4379934339,linkedin,2026-03-04,CDI/Autre
Fullstack Software Engineer (x/f/m) - Claims Management,Alan,"Dijon, Bourgogne-Franche-Comté, France",https://www.linkedin.com/jobs/view/4379923373,linkedin,2026-03-04,CDI/Autre
Fullstack Software Engineer (x/f/m) - Claims Management,Alan,"Lille, Hauts-de-France, France",https://www.linkedin.com/jobs/view/4379934338,linkedin,2026-03-04,CDI/Autre
Staff MLOps Engineer,Turo,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4342541506,linkedin,2026-03-04,CDI/Autre
Data Engineer GCP Senior (H/F),Devoteam | Google Cloud Partner,"Levallois-Perret, Île-de-France, France",https://www.linkedin.com/jobs/view/4317921940,linkedin,2026-03-04,CDI/Autre
Business Analyst Data BI,Shift Consulting,"Lyon, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4374268798,linkedin,2026-03-04,CDI/Autre
Data Analyst – Tableau / Dataiku (H/F),Sibylone,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4263148224,linkedin,2026-03-04,CDI/Autre
Product Data Analyst - Puzzle Games,Voodoo,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4236130286,linkedin,2026-03-04,CDI/Autre
Data Analyst - Performance & Site Quality (CDD),Linxens,"Mantes-la-Jolie, Île-de-France, France",https://www.linkedin.com/jobs/view/4379665916,linkedin,2026-03-04,CDI/Autre
Data Analyst Senior (H/F),Extia,"Lille, Hauts-de-France, France",https://www.linkedin.com/jobs/view/4370659935,linkedin,2026-03-04,CDI/Autre
Data analyst (H/F),France Travail,"Agen, Nouvelle-Aquitaine, France",https://www.linkedin.com/jobs/view/4379667856,linkedin,2026-03-04,CDI/Autre
Consultant.e Data Analyst CRM & Insights,"Elevate | Conseil Data, IA & Agentique","Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4379464042,linkedin,2026-03-04,CDI/Autre
Consultant·e Data Engineer,Ntico,"Lille, Hauts-de-France, France",https://www.linkedin.com/jobs/view/4341872959,linkedin,2026-03-04,CDI/Autre
Consultant Alternant Data / Analytics Engineer F/H,KPMG France,"La Défense, Île-de-France, France",https://www.linkedin.com/jobs/view/4380931015,linkedin,2026-03-04,CDI/Autre
System Development Engineer (M/F),Hitachi Rail,"Les Ulis, Île-de-France, France",https://www.linkedin.com/jobs/view/4350852232,linkedin,2026-03-04,CDI/Autre
Full-stack Software Engineer (x/f/m) - AI Developer Tools,Alan,,https://www.linkedin.com/jobs/view/4380936472,linkedin,2026-03-04,CDI/Autre
Full-stack Software Engineer (x/f/m) - AI Developer Tools,Alan,"Marseille, Provence-Alpes-Côte d'Azur, France",https://www.linkedin.com/jobs/view/4380927740,linkedin,2026-03-04,CDI/Autre
Full-stack Software Engineer (x/f/m) - AI Developer Tools,Alan,"Montpellier, Occitanie, France",https://www.linkedin.com/jobs/view/4380937397,linkedin,2026-03-04,CDI/Autre
Full-stack Software Engineer (x/f/m) - AI Developer Tools,Alan,"Nantes, Pays de la Loire, France",https://www.linkedin.com/jobs/view/4380938402,linkedin,2026-03-04,CDI/Autre
Full-stack Software Engineer (x/f/m) - AI Developer Tools,Alan,"Metz, Grand Est, France",https://www.linkedin.com/jobs/view/4380926767,linkedin,2026-03-04,CDI/Autre
Full-stack Software Engineer (x/f/m) - AI Developer Tools,Alan,"Anglet, Nouvelle-Aquitaine, France",https://www.linkedin.com/jobs/view/4380933606,linkedin,2026-03-04,CDI/Autre
Fullstack Software Engineer (Security) - Tech Foundations,Alan,"Annecy, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4371424929,linkedin,2026-03-04,CDI/Autre
Software Engineer - Symfony,Scaleway,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4378588890,linkedin,2026-03-04,CDI/Autre
Graduate data scientist,Bending Spoons,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4430046178,linkedin,20/06/2026,CDI/Autre
Data scientist,Bending Spoons,,https://www.linkedin.com/jobs/view/4430031937,linkedin,20/06/2026,CDI/Autre
Data scientist,Bending Spoons,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4430035872,linkedin,20/06/2026,CDI/Autre
Data Engineer,iPepperGroup,"Marseille, Provence-Alpes-Côte d'Azur, France",https://www.linkedin.com/jobs/view/4430440205,linkedin,20/06/2026,CDI/Autre
Data Full Stack,Alan,"Bordeaux, Nouvelle-Aquitaine, France",https://www.linkedin.com/jobs/view/4429781132,linkedin,20/06/2026,CDI/Autre
Data Engineer Junior - Azure / Databricks,AYOMI.fr,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4430979766,linkedin,20/06/2026,CDI/Autre
Junior Data Engineer,Spring Boot With Microservices,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4428514138,linkedin,20/06/2026,CDI/Autre
Mise en place d'un data lake et industrialisation de  pipelines de données F/H,EDF,"Palaiseau, Île-de-France, France",https://www.linkedin.com/jobs/view/4430971759,linkedin,20/06/2026,CDI/Autre
Ingénieur Data F/H,Veolia,"Limay, Île-de-France, France",https://www.linkedin.com/jobs/view/4430925708,linkedin,20/06/2026,CDI/Autre
Product Analyst,Jobgether,,https://www.linkedin.com/jobs/view/4429097822,linkedin,20/06/2026,CDI/Autre
Software Engineer H/F,Kingfisher plc,"Lille, Hauts-de-France, France",https://www.linkedin.com/jobs/view/4429550694,linkedin,20/06/2026,CDI/Autre
Senior Data Engineer with Terraform skills,Shift Technology,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4430957762,linkedin,20/06/2026,CDI/Autre
Forward Deployed Engineer,Lettria,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4430448269,linkedin,20/06/2026,CDI/Autre
Graduate AI software engineer,Bending Spoons,,https://www.linkedin.com/jobs/view/4430041799,linkedin,20/06/2026,CDI/Autre
Graduate AI software engineer,Bending Spoons,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4430032900,linkedin,20/06/2026,CDI/Autre
Graduate AI software engineer,Bending Spoons,"Lyon, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4430028932,linkedin,20/06/2026,CDI/Autre
Graduate software engineer,Bending Spoons,,https://www.linkedin.com/jobs/view/4430048119,linkedin,20/06/2026,CDI/Autre
Graduate AI software engineer,Bending Spoons,"Palaiseau, Île-de-France, France",https://www.linkedin.com/jobs/view/4430042775,linkedin,20/06/2026,CDI/Autre
Graduate AI software engineer,Bending Spoons,"Orsay, Île-de-France, France",https://www.linkedin.com/jobs/view/4430032902,linkedin,20/06/2026,CDI/Autre
Graduate data scientist,Bending Spoons,,https://www.linkedin.com/jobs/view/4430043511,linkedin,20/06/2026,CDI/Autre
Graduate software engineer,Bending Spoons,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4430041800,linkedin,20/06/2026,CDI/Autre
Graduate software engineer,Bending Spoons,"Lyon, Auvergne-Rhône-Alpes, France",https://www.linkedin.com/jobs/view/4430049073,linkedin,20/06/2026,CDI/Autre
Graduate software engineer,Bending Spoons,"Palaiseau, Île-de-France, France",https://www.linkedin.com/jobs/view/4430050047,linkedin,20/06/2026,CDI/Autre
Graduate software engineer,Bending Spoons,"Orsay, Île-de-France, France",https://www.linkedin.com/jobs/view/4430043510,linkedin,20/06/2026,CDI/Autre
📋Consultant Digital & Data (junior),Cartelis,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4431130609,linkedin,20/06/2026,CDI/Autre
Business Analyst – Data Management Débutant - H/F,TotalEnergies,"Courbevoie, Île-de-France, France",https://www.linkedin.com/jobs/view/4430499536,linkedin,20/06/2026,CDI/Autre
Data Analyst – H/F,STORM GROUP,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4426471885,linkedin,20/06/2026,CDI/Autre
Junior Strategy & Operations Analyst - E-Commerce & IA H/F,MyOrigines,"Ajaccio, Corsica, France",https://www.linkedin.com/jobs/view/4428800960,linkedin,20/06/2026,CDI/Autre
